"statvalue","noinstances"
"Q2587",17
"Q2587924",1
"Q2587934",1
"Q2587942",10
"Q2588",17
"Q2588070",15
"Q2588110",1
"Q25882",1
"Q25884156",2
"Q25885414",1
"Q2588761",23
"Q2589",17
"Q258913",4
"Q258921",11
"Q25893329",3
"Q25893885",1
"Q25894802",3
"Q2589882",2
"Q2590",17
"Q25900",1
"Q259037",9
"Q2590445",100
"Q259059",1
"Q25906214",15
"Q2590631",1794
"Q25906438",13
"Q25906572",4
"Q25907338",2
"Q2590801",1
"Q2591",19
"Q2591510",1
"Q25916",1
"Q25917154",13
"Q25917186",7
"Q25918088",1
"Q2591905",11
"Q2592651",776
"Q25929224",2
"Q25929318",5
"Q25930490",64
"Q25930493",95
"Q25930495",117
"Q25930498",111
"Q25930532",57
"Q25930653",95
"Q25930717",61
"Q25930719",45
"Q25930733",96
"Q25930740",81
"Q25930744",57
"Q25930752",34
"Q25930757",76
"Q25930759",47
"Q25930806",41
"Q25930811",48
"Q25930813",31
"Q25930814",43
"Q2593233",1
"Q2593264",1
"Q2593288",2
"Q2593413",1
"Q2593494",16
"Q2593517",24
"Q25935477",1
"Q25936252",10
"Q25936255",1
"Q2593668",2
"Q2593744",13
"Q2593777",1847
"Q25938183",24
"Q25938846",4
"Q2594109",1
"Q2594133",1
"Q2594143",4
"Q25956",14
"Q259590",1
"Q259618",2
"Q2596245",24
"Q2596406",27
"Q25964111",100
"Q259642",1
"Q25964553",3
"Q2596516",2
"Q2596594",1
"Q2596997",31
"Q259724",13
"Q25972981",1
"Q259745",1
"Q259776",116
"Q2597772",6
"Q25979021",1
"Q2597952",1
"Q259864",23
"Q2599160",6
"Q25991640",82
"Q2599399",1
"Q2599456",4
"Q2599457",78
"Q259977",3
"Q25999",13
"Q25999214",2
"Q26001",8
"Q26001091",4
"Q26001206",172
"Q26001209",31
"Q26001210",30
"Q26001211",23
"Q26001212",29
"Q26001213",16
"Q26001214",42
"Q26001215",40
"Q26001216",54
"Q26001217",21
"Q26001221",25
"Q26001222",22
"Q26001228",13
"Q26001229",18
"Q26001231",19
"Q26001232",32
"Q26001233",17
"Q26001234",24
"Q26001248",225
"Q26001251",159
"Q26001252",237
"Q2600744",3
"Q2600838",1
"Q260105",9
"Q2601071",7
"Q26013333",132
"Q26013426",132
"Q26013452",93
"Q26013475",132
"Q26013502",132
"Q260161",22
"Q2601788",6
"Q2601792",18
"Q2602083",1
"Q2602314",10
"Q2602337",1
"Q260243",5
"Q2602693",21
"Q2602774",8
"Q2602778",1
"Q2603",14
"Q2603074",1
"Q2603355",4
"Q2603454",5
"Q2603482",5
"Q2603776",2
"Q2604342",1
"Q2604530",1
"Q2604618",14
"Q2604680",1
"Q2604714",1
"Q2604805",1
"Q260521",1
"Q260527",3
"Q2605404",13
"Q2605563",1
"Q2605668",3
"Q260568",4
"Q260569",2
"Q26063",1
"Q260676",9
"Q260696",2
"Q260703",72
"Q2607197",106
"Q2607208",3
"Q2607557",1
"Q2607596",3
"Q2607599",2
"Q2607729",1
"Q2607820",2
"Q2607934",127
"Q2608120",46
"Q2608165",1
"Q2608202",1
"Q26085184",1
"Q26085352",71
"Q260858",19
"Q2608600",2
"Q2608608",5
"Q2608849",55
"Q26090",1
"Q2609152",2
"Q2609272",1
"Q2609547",2
"Q26100",1
"Q2610088",15
"Q26102",9
"Q261023",7
"Q2610391",20
"Q261068",2
"Q2610712",1
"Q261105",1
"Q26110856",46
"Q2611489",45
"Q261197",5
"Q26119883",18
"Q2612",17
"Q2612293",1
"Q2612572",5
"Q2613",18
"Q2613048",6
"Q2613100",76
"Q26132748",3
"Q26132862",36
"Q261335",31
"Q2613523",1
"Q261362",5
"Q2613738",4
"Q2613972",9
"Q261398",9
"Q2614",17
"Q2614030",3
"Q261428",10
"Q26143122",3
"Q261434",5
"Q2614970",566
"Q2615",17
"Q261503",2
"Q2615240",1
"Q2615343",1
"Q261543",8
"Q26155252",43
"Q2615588",3
"Q26156208",371
"Q26156310",60
"Q2615803",2
"Q2616",17
"Q261604",124
"Q2616064",1
"Q26160672",26
"Q2616170",3
"Q261636",9
"Q2616578",5
"Q2616791",115
"Q2617",17
"Q261755",6
"Q2617664",72
"Q2617766",9
"Q2617970",29
"Q2618",18
"Q2618029",2
"Q26180917",15
"Q2618162",1
"Q2618174",3
"Q2619",18
"Q26198002",1
"Q2620",16
"Q2620004",5
"Q262026",12
"Q26202706",4
"Q26203752",3
"Q26204053",71
"Q2620430",80
"Q26205080",1
"Q2620513",18
"Q26205185",1
"Q26205359",2
"Q26205742",3
"Q26205842",2
"Q26205853",2
"Q26206570",10
"Q26207752",2
"Q26207843",3
"Q26208318",5
"Q26208812",7
"Q26208824",2
"Q26208827",4
"Q26208843",8
"Q26208894",1
"Q26208895",1
"Q262090",2
"Q26209363",1
"Q2620972",58
"Q2621",17
"Q2621126",7
"Q26211545",39627
"Q26211803",11
"Q2621182",3
"Q26212224",2
"Q26212864",5
"Q2621327",2
"Q26213387",934
"Q26214208",389
"Q2621619",1
"Q262166",3466
"Q2621812",14
"Q2621880",1
"Q2622",17
"Q26220",1
"Q26221546",1
"Q2622299",1
"Q2622340",3
"Q262246",2
"Q2622713",1
"Q26227893",1
"Q26228109",2
"Q2622840",17
"Q26229050",1
"Q2622945",35
"Q2623",18
"Q2623243",4
"Q2623334",3
"Q262343",27
"Q2623437",17
"Q2623484",1
"Q2623499",1
"Q26235123",1
"Q26235166",8
"Q26236096",2
"Q26236450",12
"Q2623678",1
"Q2623733",41
"Q26237665",3
"Q2623817",1
"Q2624",16
"Q2624046",154
"Q26240527",824
"Q262406",1
"Q26241072",559
"Q2624172",2
"Q2624320",2
"Q26243694",31
"Q2624520",7
"Q2624718",1
"Q262478",63
"Q2624969",5
"Q2625",19
"Q26250690",1
"Q26251835",2
"Q26252263",8
"Q26252880",123
"Q2625521",1
"Q26255463",11
"Q2625603",7
"Q26256310",1
"Q2625694",6
"Q2625893",8
"Q262599",2
"Q2626019",1
"Q26260402",2
"Q26260699",1
"Q26261145",1
"Q26261765",1
"Q26262111",1
"Q26262142",3
"Q26262157",1
"Q26262178",1
"Q26262181",1
"Q26262476",2010
"Q26262548",172
"Q26262878",11
"Q26263224",6
"Q26263487",11
"Q26265941",1
"Q26265947",1
"Q26266059",12
"Q26266060",10
"Q2626671",6
"Q26267321",1
"Q26267864",11003
"Q26268364",2
"Q2626843",1
"Q26268489",71
"Q26268585",2
"Q26268692",2
"Q2626870",10
"Q26268927",1
"Q2627",18
"Q26270576",2
"Q26271186",1
"Q26271642",13
"Q2627321",2
"Q26273842",1
"Q2627400",1
"Q2627459",1
"Q262759",1
"Q262775",2
"Q2627975",45
"Q26279855",9
"Q26279902",5
"Q26279994",7
"Q2628059",1
"Q26280629",29
"Q26281",4
"Q2628147",55
"Q2628163",108
"Q2628227",5
"Q2628513",1
"Q262882",7
"Q2628882",5
"Q2629008",40
"Q2629108",6
"Q262959",2
"Q2629736",1
"Q26299022",1
"Q26299910",1
"Q263",16
"Q26303",16
"Q2630690",1
"Q2630707",3
"Q2630733",17
"Q2630741",724
"Q2630831",6
"Q2631388",1
"Q2631496",199
"Q263152",1
"Q2631599",139
"Q2631696",1
"Q2631842",1
"Q2632011",5
"Q26321041",1
"Q2632224",24
"Q263233",65
"Q26325",5
"Q2632544",10
"Q2632700",1
"Q2632731",2
"Q263274",13
"Q2632935",3
"Q2633362",1
"Q2633580",1
"Q2633744",45
"Q2633778",3
"Q26338179",1
"Q263421",1
"Q26343751",2
"Q26344166",1
"Q263443",3
"Q2634432",29
"Q2634498",77
"Q2634521",4
"Q263478",44
"Q2634964",16
"Q263522",1
"Q2635283",23
"Q263529",10
"Q26354",4
"Q2635501",1
"Q2635510",2
"Q263555",1
"Q2635894",1673
"Q2636",16
"Q2636061",2
"Q2636077",3
"Q263619",20
"Q263639",44
"Q2636673",1
"Q263668",3
"Q26367719",3
"Q2636776",1
"Q2637056",16
"Q26371",2
"Q2637167",1
"Q2637365",1
"Q26375",1
"Q263755",26
"Q2637759",1
"Q2637814",11
"Q263790",2
"Q26382",2
"Q2638325",1
"Q26384202",2
"Q2638480",5
"Q263865",14
"Q26388",9
"Q263917",1
"Q2639207",1
"Q2639241",1
"Q26395434",5
"Q2639596",4
"Q26396913",1
"Q26398",19
"Q26401003",36
"Q2640138",1
"Q2640178",1
"Q2640207",6
"Q264024",1
"Q26403005",1
"Q2640329",3
"Q26412596",1
"Q2641403",617
"Q26417718",1
"Q2642184",17
"Q2642253",1
"Q26423",1
"Q264238",20
"Q2642600",1
"Q2642651",29
"Q2642710",1
"Q2642799",3
"Q2643006",1
"Q26430975",42
"Q2643128",154
"Q264323",2
"Q26437645",4
"Q2643890",1
"Q264441",24
"Q2645130",1
"Q2645207",1
"Q264542",4
"Q264554",1
"Q26457",3
"Q26461358",5
"Q2646482",2
"Q2646614",1
"Q26466721",227
"Q2646753",2
"Q2647159",1
"Q2647254",213
"Q2647303",1
"Q2647571",5
"Q2647572",5
"Q2647576",5
"Q2647580",5
"Q2647590",5
"Q2647591",5
"Q2647593",5
"Q2647595",5
"Q2647606",5
"Q2647609",5
"Q2647613",5
"Q2647614",5
"Q2647623",5
"Q2647626",5
"Q2647628",5
"Q2647629",5
"Q2647639",5
"Q2647641",5
"Q2647644",5
"Q2647647",5
"Q2647651",1
"Q2647656",5
"Q2647657",5
"Q2647658",5
"Q2647662",5
"Q2647668",5
"Q2647671",5
"Q2647673",5
"Q2647677",5
"Q2647682",5
"Q2647686",5
"Q2647690",5
"Q2647692",5
"Q2647695",5
"Q2647697",5
"Q2647703",5
"Q2647705",5
"Q2647709",5
"Q2647711",5
"Q2647713",5
"Q2647718",5
"Q2647722",5
"Q2647723",5
"Q2647725",5
"Q2647728",5
"Q2647732",5
"Q2647736",5
"Q2647738",5
"Q2647741",5
"Q2647744",5
"Q2647749",5
"Q2647753",5
"Q2647754",5
"Q2647758",5
"Q2647763",5
"Q2647764",5
"Q2647772",5
"Q2647777",5
"Q2647779",5
"Q264798",3
"Q2648051",1
"Q264806",39
"Q2648795",15
"Q26492853",2
"Q264934",40
"Q264965",36
"Q2649726",2
"Q265048",1
"Q26509571",7
"Q2650992",4
"Q2651004",675
"Q2651160",8
"Q265147",4
"Q2651576",1
"Q265158",220
"Q265193",1
"Q2652357",1
"Q26529",125
"Q2653",18
"Q26538",1
"Q265392",7
"Q26540",160
"Q265424",6
"Q265426",2
"Q265469",2
"Q2654877",2
"Q2654886",1
"Q2655298",19
"Q26553",2
"Q265538",110
"Q265558",1
"Q2655841",50
"Q265609",12
"Q26561",3
"Q265612",1
"Q2656483",1
"Q265653",1
"Q265662",7
"Q2656767",5
"Q2656967",10
"Q2656974",17
"Q2657",16
"Q265736",1
"Q2657680",1
"Q2657715",99
"Q2657794",4
"Q2658156",4
"Q2658271",9
"Q2658345",1
"Q265868",35
"Q265881",4
"Q2658935",988
"Q2659",17
"Q2659272",3
"Q265960",5
"Q2659904",155
"Q2660",20
"Q2660156",25
"Q2660253",1
"Q2660626",3
"Q2660722",25
"Q2660810",2
"Q2661",17
"Q2661169",47
"Q266134",1
"Q2661442",21
"Q2661443",1
"Q2661677",1
"Q26618428",66
"Q2661866",2
"Q2661898",1
"Q2661988",1455
"Q2662",19
"Q266237",5
"Q2662430",153
"Q2662525",1
"Q2662841",5
"Q2662845",53
"Q2663",17
"Q266328",6
"Q2663442",1
"Q2663565",1
"Q2663692",1
"Q2663712",2
"Q2663913",5
"Q2664",18
"Q26644852",3
"Q266487",9
"Q2665",18
"Q266529",1
"Q26654367",174
"Q2665569",2
"Q2665579",1
"Q266569",3
"Q2665914",3
"Q2666",17
"Q2666373",1
"Q2666510",1
"Q266680",2
"Q2667413",6
"Q26674207",6
"Q26678",3
"Q26678366",10
"Q26678373",190
"Q26678376",167
"Q26678730",6
"Q266790",2
"Q2668",18
"Q2668072",117
"Q2668288",3
"Q26685543",148
"Q2668623",3
"Q2668665",1
"Q2669",17
"Q26694303",4
"Q26694763",1
"Q266955",1
"Q26696044",6
"Q2669627",3
"Q26696419",5
"Q26696664",5
"Q26698435",2
"Q26699963",178
"Q2670",17
"Q26700376",7
"Q26700453",3
"Q2670081",1
"Q26701162",13
"Q26701830",1
"Q26703203",19
"Q26703471",1
"Q26705556",143
"Q26706",73
"Q26706967",3
"Q26708059",124
"Q26708074",7
"Q2670999",1
"Q2671",17
"Q26711856",1
"Q267136",4
"Q26714626",2
"Q26714783",21
"Q26714784",1
"Q26714837",230
"Q26714841",5
"Q26714979",1
"Q26715005",4
"Q2671652",70
"Q267181",2
"Q2672",17
"Q26720101",2
"Q2672013",1
"Q26720712",4
"Q26720715",2
"Q26720885",9
"Q26721",2
"Q26721034",2
"Q26721363",1
"Q2672163",1
"Q2672220",1
"Q26722387",1
"Q26722566",1
"Q267245",1
"Q2672648",2
"Q26726974",15
"Q2672736",3
"Q267276",2
"Q2672914",12
"Q267298",5
"Q2673092",11
"Q2673206",2
"Q2673269",1
"Q26736161",2
"Q26736167",1
"Q2673947",2
"Q2673976",3
"Q267416",2
"Q26742250",164
"Q26745",71
"Q267474",2
"Q2674774",5
"Q267497",2
"Q26753894",2
"Q267558",1
"Q267596",17
"Q2676",15
"Q26760286",25
"Q267628",8
"Q26763385",1
"Q26763979",6
"Q26764061",1
"Q2677067",1
"Q267726",1
"Q26772853",1
"Q26772977",158
"Q267734",33
"Q2677478",1
"Q2677586",1
"Q2677790",10
"Q2677993",3
"Q26780690",13
"Q2678338",14
"Q2678375",5
"Q26789571",304
"Q26789607",1
"Q26789654",107
"Q26789694",63
"Q2679017",1
"Q2679045",330
"Q26791288",10
"Q2679157",983
"Q267917",2
"Q26792858",37
"Q2679943",1
"Q267995",6
"Q2680291",52
"Q26805199",1
"Q26805735",11
"Q26807495",5
"Q268081",1
"Q2680845",501
"Q26810467",1
"Q2681162",1
"Q268132",1
"Q26817508",122
"Q268195",3
"Q268200",15
"Q268205",2
"Q26821406",47
"Q2682286",26
"Q26828104",5
"Q26828108",5
"Q26828110",5
"Q26828324",1
"Q26830017",58
"Q26833254",517
"Q26834055",1
"Q26834056",1
"Q26835642",7
"Q268357",13
"Q2683596",41
"Q26836193",3
"Q268378",4
"Q26839938",1
"Q26840222",7524
"Q26840225",159
"Q26840783",1
"Q26840855",1
"Q26840859",1
"Q26841219",1
"Q26841226",1
"Q26841334",1
"Q268416",12
"Q26843",14
"Q26844",1
"Q26844382",173
"Q26844384",3
"Q26844385",6
"Q26844414",5
"Q26844415",5
"Q26844416",5
"Q26844489",2
"Q26844490",2
"Q26844937",2
"Q26845135",1
"Q2684591",18
"Q26846540",5
"Q26849121",33
"Q26851866",1
"Q26853769",3
"Q268547",1
"Q26856898",6
"Q26857732",7
"Q26858538",1
"Q26858633",2
"Q26858636",2
"Q26858637",2
"Q26858651",2
"Q26858674",2
"Q26858675",2
"Q26858684",2
"Q26858685",2
"Q26858686",2
"Q26858687",2
"Q26858688",2
"Q26858690",2
"Q26858691",2
"Q26858901",5
"Q268592",122
"Q2686",17
"Q26861438",1
"Q268626",1
"Q26863790",4
"Q26868224",1
"Q26868453",1
"Q26868851",1
"Q26869427",3
"Q26869635",1
"Q26869761",5
"Q26869768",2
"Q2687",14
"Q26876682",29
"Q26876973",1
"Q268771",1
"Q26877490",847
"Q2687851",1
"Q26878947",1
"Q26879200",1
"Q26879763",17
"Q26879769",28
"Q2688",16
"Q2688181",1
"Q268828",1
"Q26883022",5
"Q26883973",21
"Q26883974",9
"Q26884214",1
"Q26884324",301
"Q26884850",8
"Q26886",3
"Q26887310",675
"Q26887428",1355
"Q2689",15
"Q26894053",769
"Q26895936",3757
"Q26896697",35
"Q26897352",363
"Q26897512",13
"Q26897776",1
"Q26897858",22
"Q26897926",6
"Q26898016",1
"Q26898019",1
"Q26899",127
"Q2690",14
"Q269025",1
"Q269061",2
"Q2690735",2
"Q26907711",16
"Q2691",17
"Q26911",2
"Q26911592",2
"Q26912005",9
"Q2691275",2
"Q26913",2
"Q26913948",9
"Q2692",14
"Q2692022",1
"Q26921397",6
"Q26921434",6
"Q269218",45
"Q2692250",4
"Q26924395",12
"Q2692757",40
"Q26928149",2
"Q26928534",11
"Q26929412",2
"Q26929442",1
"Q26932627",2
"Q2693423",2
"Q26934845",12
"Q26935994",37
"Q26936078",1
"Q2693910",17
"Q26939879",22
"Q2694",17
"Q26940804",28
"Q2694093",1
"Q269415",14
"Q2694199",1
"Q26944892",18
"Q26944915",2
"Q26944924",1
"Q26944928",1
"Q26944966",1
"Q26944969",7
"Q26944973",4
"Q26944978",4
"Q26944983",1
"Q26944985",1
"Q26944989",6
"Q26944990",1
"Q26944999",4
"Q26945002",2
"Q26945037",3
"Q26945082",1
"Q26945139",1
"Q26945151",7
"Q26945165",6
"Q26945172",2
"Q26945175",2
"Q2694643",1
"Q2694647",3
"Q2694911",4
"Q2694914",4
"Q2694915",4
"Q2694917",4
"Q2694918",4
"Q2694921",4
"Q2694925",4
"Q2694926",4
"Q2694930",4
"Q2694931",4
"Q2694934",4
"Q2694936",4
"Q2694939",4
"Q2694940",4
"Q2694943",4
"Q2694944",4
"Q2695",16
"Q2695008",1
"Q26950764",1
"Q2695089",1
"Q269528",18941
"Q2695280",90
"Q2695327",3
"Q26958661",9
"Q26958695",1
"Q26958703",2
"Q26958712",2
"Q26958726",29
"Q26958727",2
"Q26958986",5
"Q26959023",2
"Q26959029",1
"Q26959050",1
"Q26959059",12
"Q26959070",2
"Q2696",17
"Q26960669",1
"Q26960674",1
"Q26960982",25
"Q26961031",1
"Q26961035",1
"Q2696277",4
"Q2696278",4
"Q2696281",4
"Q2696287",4
"Q2696288",4
"Q2696290",4
"Q2696292",4
"Q2696294",4
"Q2696296",4
"Q2696298",4
"Q2696301",4
"Q2696302",4
"Q2696303",4
"Q2696304",4
"Q2696306",4
"Q2696309",4
"Q2696310",4
"Q2696313",4
"Q2696314",4
"Q2696316",4
"Q2696317",4
"Q2696318",4
"Q2696320",4
"Q2696322",4
"Q2696323",4
"Q2696325",4
"Q2696326",4
"Q2696328",4
"Q2696331",4
"Q2696333",4
"Q2696334",4
"Q2696335",4
"Q2696337",4
"Q2696339",4
"Q2696342",7
"Q2696344",5
"Q2696345",5
"Q2696346",5
"Q2696348",5
"Q2696351",5
"Q2696353",5
"Q2696355",5
"Q2696358",5
"Q2696360",5
"Q2696361",5
"Q2696363",5
"Q2696364",5
"Q2696365",5
"Q2696367",5
"Q2696369",5
"Q2696370",5
"Q2696371",5
"Q2696373",5
"Q2696374",5
"Q2696375",5
"Q2696380",5
"Q2696381",5
"Q2696383",5
"Q2696385",5
"Q26965573",1
"Q26965868",5
"Q2696963",176
"Q2697",16
"Q26971074",1
"Q26971143",1
"Q26971246",1
"Q26971248",1
"Q26971250",1
"Q26971252",1
"Q26971562",9
"Q26971668",1
"Q26972235",8
"Q26972715",1
"Q26972716",2
"Q26972717",1
"Q26972719",1
"Q26972776",1
"Q26972777",2
"Q26972778",1
"Q26972779",1
"Q26972858",3
"Q26972872",1
"Q26972873",1
"Q26972874",1
"Q26972875",1
"Q26972921",1
"Q26972922",1
"Q26972925",1
"Q26972926",1
"Q26973022",15
"Q26973043",1
"Q26973044",1
"Q26973045",1
"Q26973046",1
"Q26975748",1
"Q26976092",1
"Q26976108",1
"Q26976129",1
"Q26976182",1
"Q269770",762
"Q2697967",1
"Q2698",17
"Q269829",1
"Q2698440",2
"Q2698455",3
"Q26985011",1
"Q26985012",1
"Q26985015",1
"Q26985016",1
"Q26985335",1
"Q26985336",1
"Q26985337",1
"Q26985338",1
"Q2698718",8
"Q26987258",1
"Q26987260",1
"Q26989049",20
"Q26989327",6
"Q26989423",10
"Q2698964",3
"Q2699",16
"Q26990366",1
"Q2699076",1
"Q269915",1
"Q26992161",2
"Q26992165",2
"Q26992168",2
"Q26992319",1
"Q26992338",1
"Q2699311",1
"Q2699419",10
"Q269949",695
"Q26995609",1
"Q26995723",5
"Q26995804",9
"Q26996131",1
"Q26997005",1
"Q26997323",4
"Q26997384",22
"Q2700",17
"Q27000811",2
"Q27002",1237
"Q2700595",1
"Q270088",5
"Q2700922",1
"Q2701",16
"Q27014177",9
"Q270159",1
"Q270163",1
"Q27016892",1
"Q2701691",1
"Q27017232",1
"Q270174",1
"Q27020041",33179
"Q27020508",1
"Q27020511",1
"Q27020512",1
"Q27020513",1
"Q27020515",2
"Q27020516",2
"Q27020525",1
"Q27020543",3
"Q27020748",100
"Q27020779",261
"Q27021481",2
"Q27022",3
"Q2702442",51
"Q2702813",5
"Q27028153",46
"Q270286",1
"Q2703",3
"Q27030553",2
"Q27030561",6
"Q2703074",1
"Q27030766",6
"Q27030777",2
"Q27030778",28
"Q27030820",5
"Q27030827",2
"Q27030837",2
"Q27030844",1
"Q27030883",3
"Q27030941",13
"Q27030945",4
"Q27030986",2
"Q27030987",2
"Q27030988",2
"Q27030989",2
"Q27030990",2
"Q27030991",2
"Q27030992",19
"Q27030993",2
"Q27030994",2
"Q27030995",2
"Q27030996",2
"Q27030997",2
"Q27030998",2
"Q27030999",2
"Q27031000",2
"Q27031003",2
"Q27031004",2
"Q27031009",12
"Q27031014",8
"Q27031015",5
"Q27031016",13
"Q27031027",1
"Q27031029",1
"Q27031030",1
"Q27031031",1
"Q27031032",1
"Q27031033",1
"Q27031439",6
"Q27031552",1
"Q27031827",7
"Q27031964",1
"Q27031975",1
"Q27032095",1
"Q27032122",6
"Q27032167",2
"Q27032254",1
"Q27032283",1
"Q27032320",3
"Q27032363",14
"Q27032392",4
"Q27032435",7
"Q27036542",5
"Q27036548",5
"Q27036549",5
"Q27036550",5
"Q27036551",5
"Q27036553",5
"Q27036554",5
"Q27036555",5
"Q27036556",5
"Q27036557",5
"Q27036558",5
"Q27036559",5
"Q27036561",5
"Q27036562",5
"Q27036563",5
"Q27036564",5
"Q27036565",5
"Q27036567",5
"Q27036570",5
"Q27036571",5
"Q27036572",5
"Q27036573",5
"Q27036575",5
"Q27036576",5
"Q27036578",5
"Q27036579",5
"Q27036580",5
"Q27036582",5
"Q27036583",5
"Q27036584",5
"Q27036585",5
"Q27036586",5
"Q27036588",5
"Q27036590",5
"Q27036592",5
"Q27036599",5
"Q27036601",5
"Q27036602",5
"Q27036603",5
"Q27036618",5
"Q27036646",5
"Q27036647",5
"Q27036649",5
"Q27036651",5
"Q27036686",5
"Q27036687",5
"Q27036688",5
"Q27036690",5
"Q27036691",5
"Q27036692",5
"Q27036693",5
"Q27036694",5
"Q27036696",5
"Q27037171",5
"Q27037172",5
"Q27038669",7
"Q270389",4
"Q27038967",1
"Q2703920",413
"Q27042375",1
"Q27042376",1
"Q27042378",1
"Q27042380",1
"Q27042445",1
"Q27042463",3
"Q27042475",3
"Q27042477",6
"Q27042480",6
"Q27042484",5
"Q27042489",1
"Q27042502",2
"Q27042505",4
"Q27042506",2
"Q27042507",1
"Q27042512",1
"Q27042517",4
"Q27042524",11
"Q2704271",10
"Q27042790",1
"Q27042791",2
"Q27042795",1
"Q27042797",1
"Q27043324",2
"Q27043325",1
"Q27043327",1
"Q27043330",1
"Q27043338",2
"Q27043341",2
"Q27043345",1
"Q27043353",2
"Q27043355",2
"Q27043356",1
"Q27043357",1
"Q27043610",1
"Q2704381",1
"Q27043907",6
"Q27043924",1
"Q27043925",1
"Q27043926",1
"Q27043927",1
"Q27043932",1
"Q27043933",2
"Q27043934",1
"Q27043936",1
"Q27043941",1
"Q27043944",1
"Q27043945",1
"Q27043947",1
"Q27043948",1
"Q27043949",1
"Q27043957",1
"Q27043958",1
"Q27043960",1
"Q27043961",1
"Q27043990",42
"Q27044",1
"Q27044154",2
"Q27044174",4
"Q27046",4
"Q270471",1
"Q2704778",7
"Q27048288",1
"Q27048374",2
"Q27048375",2
"Q27048376",1
"Q27048377",1
"Q27048382",1
"Q27048383",1
"Q27048384",1
"Q27048385",1
"Q27048391",2
"Q27048392",2
"Q27048393",1
"Q27048394",1
"Q27048399",2
"Q27048400",1
"Q27048401",2
"Q27048407",2
"Q27048408",1
"Q27048410",1
"Q27048411",1
"Q27048412",1
"Q27048419",2
"Q27048421",2
"Q27048423",1
"Q27048425",1
"Q27048688",3
"Q270496",5
"Q2705",15
"Q2705092",5
"Q2705141",3
"Q2705481",26
"Q2705493",8
"Q27055621",31
"Q27055623",1
"Q27055624",1
"Q27055626",1
"Q27055629",2
"Q27055631",2
"Q27055636",42
"Q27055694",1
"Q27055696",1
"Q27055697",1
"Q27055699",2
"Q27055700",2
"Q27055707",1
"Q27055710",1
"Q27055711",1
"Q27055712",1
"Q27055713",1
"Q27055719",1
"Q27055720",1
"Q27055721",1
"Q27055722",1
"Q27055723",1
"Q27055825",1
"Q27055917",5
"Q27056303",1
"Q27056305",2
"Q27056308",1
"Q27056311",1
"Q27056312",1
"Q27056315",1
"Q27056383",1
"Q27056384",2
"Q27056386",1
"Q27056388",1
"Q27056389",1
"Q27056392",1
"Q27056456",1
"Q27056457",1
"Q27056458",1
"Q27056460",1
"Q27056462",1
"Q27056464",1
"Q27056629",1
"Q27056631",1
"Q27056634",1
"Q27056637",1
"Q27056640",1
"Q27056641",1
"Q27058",4
"Q27058699",1
"Q2705954",5
"Q2706000",1
"Q27062006",111
"Q27062096",1
"Q27062253",37
"Q27062351",27
"Q2706302",100
"Q2706314",1
"Q27064258",12
"Q270673",4
"Q27067359",1
"Q27067659",3
"Q27068179",1
"Q27068180",2
"Q2707153",3
"Q2707177",2
"Q2707384",52
"Q27075",1
"Q27077054",2
"Q27077659",3
"Q2707796",5
"Q270791",275
"Q270827",1
"Q2708318",4
"Q2708390",2
"Q27084",4
"Q2708412",1
"Q2708515",15
"Q2708903",24
"Q2709054",1
"Q270907",39
"Q27094",2
"Q270948",1
"Q27095194",12
"Q27095213",4
"Q27095657",2
"Q2709588",1
"Q2709593",1
"Q27096235",1
"Q2709918",10
"Q27102249",1
"Q27102444",1
"Q271026",1
"Q27103066",1
"Q27103884",1
"Q27104330",1
"Q27104461",13
"Q27104473",1
"Q27104489",6
"Q27104510",3
"Q27104997",8
"Q27106098",1
"Q27106471",1
"Q27106886",1
"Q2710737",7
"Q27108058",1
"Q27108230",4
"Q27110407",1
"Q2711299",1
"Q27113568",5
"Q27114950",7
"Q27115727",5
"Q27116207",1
"Q27116566",1
"Q27116670",1
"Q27116995",1
"Q2711718",1
"Q2711758",47
"Q2711829",14
"Q27118406",1
"Q27118793",5
"Q27118920",1
"Q2711958",1
"Q27120684",4
"Q27120778",2
"Q27121162",1
"Q27121348",1
"Q27121407",1
"Q27121443",1
"Q27122081",1
"Q2712218",2
"Q27123598",1
"Q2712924",1
"Q2712963",32
"Q27131349",1
"Q27131861",9
"Q27132146",1
"Q27132202",5
"Q27132205",5
"Q27132206",5
"Q27132208",5
"Q27132210",5
"Q27132212",5
"Q27132214",5
"Q27132216",5
"Q27132219",5
"Q27132222",5
"Q27132224",5
"Q27132226",5
"Q27132228",5
"Q27132946",73
"Q27133171",1
"Q27133448",1
"Q27133451",2
"Q27133456",1
"Q27133460",1
"Q27133465",1
"Q27133468",1
"Q27133611",1
"Q27133615",2
"Q27133617",1
"Q27133620",1
"Q27133623",1
"Q27133626",1
"Q2713379",6
"Q27133950",1
"Q27133954",1
"Q27133956",1
"Q27133959",1
"Q27133962",1
"Q27133964",1
"Q27134040",1
"Q27134043",1
"Q27134051",1
"Q27134056",1
"Q27134060",1
"Q27134066",1
"Q2713438",1
"Q2713600",2
"Q2713614",241
"Q2713747",154
"Q2713833",4
"Q2713890",1
"Q2714042",1
"Q27141",2
"Q2714144",4
"Q2714209",22
"Q2714314",1
"Q2714388",2
"Q271449",2
"Q27145256",8
"Q27147375",6
"Q27147479",2
"Q27147738",3
"Q27147769",8
"Q27148238",1
